Time,Lap_Number,Engine_RPM,Engine_Torque_Nm,Speed_MS,Lat_Accel_G,Long_Accel_G,Pitch_Rad,Roll_Rad,CG_Height_m,Load_FL_N,Load_FR_N,Load_RL_N,Load_RR_N
7.307,1,0,0.0,0.01,0.108,-0.131,0.9769,0.019,0.0,-2,0,0,100
7.339,1,0,0.0,0.01,-0.123,0.131,0.9769,0.0206,0.0,2,0,0,100
7.355,1,0,0.0,0.0,0.147,-0.135,0.9769,0.0204,0.0,-2,0,0,100
7.387,1,0,0.0,0.01,0.16,0.163,0.9769,0.0205,0.0,2,0,0,100
7.403,1,0,0.0,0.01,0.13,0.167,0.9769,0.021,0.0,2,0,0,100
7.42,1,0,0.0,0.0,-0.183,-0.117,0.9769,0.0206,0.0,-2,0,0,100
7.437,1,0,0.0,0.01,0.049,-0.111,0.9769,0.0206,0.0,-2,0,0,100
7.453,1,0,0.0,0.01,-0.019,0.159,0.9769,0.0211,0.0,2,0,0,100
7.485,1,0,0.0,0.0,0.073,-0.144,0.9769,0.0206,0.0,-2,0,0,100
7.516,1,0,0.0,0.0,0.048,-0.165,0.9769,0.021,0.0,-2,0,0,100
7.547,1,0,0.0,0.0,-0.044,-0.139,0.9769,0.0191,0.0,-2,0,0,100
7.578,1,0,0.0,0.01,0.005,0.166,0.9769,0.021,0.0,2,0,0,100
7.609,1,0,0.0,0.0,0.019,0.144,0.9769,0.0203,0.0,2,0,0,100
7.64,1,0,0.0,0.0,0.025,0.142,0.9769,0.0204,0.0,2,0,0,100
7.672,1,0,0.0,0.0,-0.024,-0.16,0.9769,0.0205,0.0,-2,0,0,100
7.702,1,0,0.0,0.0,-0.005,-0.151,0.9769,0.0191,0.0,-2,0,0,100
7.734,1,0,0.0,0.0,-0.034,0.133,0.9769,0.0209,0.0,2,0,0,100
7.765,1,0,0.0,0.01,0.029,0.148,0.9769,0.0205,0.0,2,0,0,100
7.797,1,0,0.0,0.0,-0.07,-0.161,0.9769,0.019,0.0,-2,0,0,100
7.813,1,0,0.0,0.0,0.144,0.124,0.9769,0.0185,0.0,2,0,0,100
7.844,1,0,0.0,0.0,-0.032,0.129,0.9769,0.0195,0.0,2,0,0,100
7.875,1,0,0.0,0.0,-0.024,-0.144,0.9769,0.021,0.0,-2,0,0,100
7.906,1,0,0.0,0.0,-0.026,-0.124,0.9769,0.0202,0.0,-2,0,0,100
7.936,1,0,0.0,0.0,0.017,-0.155,0.9769,0.0204,0.0,-2,0,0,100
7.967,1,0,0.0,0.0,-0.039,-0.131,0.9769,0.0212,0.0,-2,0,0,100
7.983,1,0,0.0,0.0,0.1,-0.141,0.9769,0.0205,0.0,-2,0,0,100
7.999,1,0,0.0,0.0,-0.137,0.133,0.9769,0.0192,0.0,2,0,0,100
8.03,1,0,0.0,0.0,0.055,0.133,0.9769,0.0206,0.0,2,0,0,100
8.061,1,0,0.0,0.0,-0.023,-0.138,0.9769,0.0207,0.0,-2,0,0,100
8.092,1,0,0.0,0.0,-0.034,-0.142,0.9769,0.021,0.0,-2,0,0,100
8.122,1,0,0.0,0.01,0.203,-0.117,0.9769,0.0193,0.0,-2,0,0,100
8.139,1,0,0.0,0.01,-0.072,-0.172,0.9769,0.0211,0.0,-2,0,0,100
8.169,1,0,0.0,0.0,0.16,-0.122,0.9769,0.0215,0.0,-2,0,0,100
8.199,1,0,0.0,0.0,0.193,-0.155,0.9769,0.0212,0.0,-2,0,0,100
8.23,1,0,0.0,0.01,0.124,-0.138,0.9769,0.0209,0.0,-2,0,0,100
8.246,1,0,0.0,0.01,0.045,-0.113,0.9769,0.0203,0.0,-2,0,0,100
8.278,1,0,0.0,0.0,0.032,-0.137,0.9769,0.0209,0.0,-2,0,0,100
8.308,1,0,0.0,0.01,-0.004,-0.142,0.9769,0.0201,0.0,-2,0,0,100
8.325,1,0,0.0,0.0,-0.172,-0.152,0.9769,0.0194,0.0,-2,0,0,100
8.356,1,0,0.0,0.0,-0.186,-0.159,0.9769,0.0206,0.0,-2,0,0,100
8.388,1,0,0.0,0.01,0.049,0.135,0.9769,0.0208,0.0,2,0,0,100
8.404,1,0,0.0,0.0,-0.143,-0.158,0.9769,0.0208,0.0,-2,0,0,100
8.435,1,0,0.0,0.01,-0.221,0.117,0.9769,0.0205,0.0,2,0,0,100
8.452,1,0,0.0,0.01,0.17,-0.132,0.9769,0.0205,0.0,-2,0,0,100
8.482,1,0,0.0,0.01,-0.072,-0.141,0.9769,0.0208,0.0,-2,0,0,100
8.513,1,0,0.0,0.01,-0.107,-0.175,0.9769,0.0205,0.0,-2,0,0,100
8.545,1,0,0.0,0.0,0.061,0.164,0.9769,0.021,0.0,2,0,0,100
8.577,1,0,0.0,0.01,-0.003,-0.148,0.9769,0.0206,0.0,-2,0,0,100
8.608,1,0,0.0,0.0,-0.114,-0.127,0.9769,0.0201,0.0,-2,0,0,100
8.64,1,0,0.0,0.0,-0.021,0.141,0.9769,0.0194,0.0,2,0,0,100
8.671,1,0,0.0,0.0,0.1,0.13,0.9769,0.0204,0.0,2,0,0,100
8.703,1,0,0.0,0.01,0.056,-0.151,0.9769,0.0206,0.0,-2,0,0,100
8.72,1,0,0.0,0.0,0.012,0.153,0.9769,0.021,0.0,2,0,0,100
8.752,1,0,0.0,0.0,0.025,-0.148,0.9769,0.0203,0.0,-2,0,0,100
8.784,1,0,0.0,0.01,-0.04,0.135,0.9769,0.0193,0.0,2,0,0,100
8.814,1,0,0.0,0.0,0.027,0.148,0.9769,0.0185,0.0,2,0,0,100
8.845,1,0,0.0,0.0,-0.067,0.16,0.9769,0.0195,0.0,2,0,0,100
8.877,1,0,0.0,0.0,-0.029,-0.134,0.9769,0.0206,0.0,-2,0,0,100
8.908,1,0,0.0,0.0,0.043,-0.163,0.9769,0.0202,0.0,-2,0,0,100
8.939,1,0,0.0,0.0,-0.013,-0.149,0.9769,0.0211,0.0,-2,0,0,100
8.971,1,0,0.0,0.0,0.006,0.132,0.9769,0.0204,0.0,2,0,0,100
8.987,1,0,0.0,0.0,-0.11,-0.157,0.9769,0.0208,0.0,-2,0,0,100
9.003,1,0,0.0,0.0,-0.056,-0.144,0.9769,0.0206,0.0,-2,0,0,100
9.02,1,0,0.0,0.0,0.058,0.155,0.9769,0.0206,0.0,2,0,0,100
9.051,1,0,0.0,0.0,0.045,-0.147,0.9769,0.0192,0.0,-2,0,0,100
9.081,1,0,0.0,0.0,0.057,-0.15,0.9769,0.0201,0.0,-2,0,0,100
9.098,1,0,0.0,0.0,0.013,0.138,0.9769,0.0213,0.0,2,0,0,100
9.129,1,0,0.0,0.0,0.021,-0.133,0.9769,0.0206,0.0,-2,0,0,100
9.158,1,0,0.0,0.0,-0.009,0.15,0.9769,0.0212,0.0,2,0,0,100
9.189,1,0,0.0,0.0,0.024,-0.144,0.9769,0.0204,0.0,-2,0,0,100
9.22,1,0,0.0,0.0,-0.059,-0.155,0.9769,0.0204,0.0,-2,0,0,100
9.237,1,0,0.0,0.0,0.011,-0.122,0.9769,0.0201,0.0,-2,0,0,100
9.254,1,0,0.0,0.0,0.03,0.135,0.9769,0.0185,0.0,2,0,0,100
9.27,1,0,0.0,0.0,0.024,0.157,0.9769,0.0181,0.0,2,0,0,100
9.301,1,0,0.0,0.0,-0.019,0.155,0.9769,0.018,0.0,2,0,0,100
9.317,1,0,0.0,0.0,0.042,-0.131,0.9769,0.0177,0.0,-2,0,0,100
9.333,1,0,0.0,0.0,0.027,-0.118,0.9769,0.0175,0.0,-2,0,0,100
9.364,1,0,0.0,0.0,-0.03,-0.132,0.9769,0.0187,0.0,-2,0,0,100
9.395,1,0,0.0,0.0,0.036,-0.142,0.9769,0.0159,0.0,-2,0,0,100
9.411,1,0,0.0,0.0,-0.005,-0.143,0.9769,0.0172,0.0,-2,0,0,100
9.427,1,0,0.0,0.0,-0.054,0.155,0.9769,0.0181,0.0,2,0,0,100
9.458,1,0,0.0,0.0,0.004,0.14,0.9769,0.018,0.0,2,0,0,100
9.474,1,0,0.0,0.0,0.034,0.146,0.9769,0.0187,0.0,2,0,0,100
9.505,1,0,0.0,0.0,0.062,0.13,0.9769,0.0187,0.0,2,0,0,100
9.521,1,0,0.0,0.0,-0.04,0.145,0.9769,0.0193,0.0,2,0,0,100
9.552,1,0,0.0,0.0,-0.057,0.159,0.9769,0.0186,0.0,2,0,0,100
9.582,1,0,0.0,0.0,0.01,0.129,0.9769,0.0174,0.0,2,0,0,100
9.598,1,0,0.0,0.0,0.01,-0.145,0.9769,0.0182,0.0,-2,0,0,100
9.628,1,0,0.0,0.0,-0.02,-0.149,0.9769,0.0192,0.0,-2,0,0,100
9.659,1,0,0.0,0.01,-0.016,-0.138,0.9769,0.02,0.0,-2,0,0,100
9.69,1,0,0.0,0.0,-0.184,0.14,0.9769,0.0208,0.0,2,0,0,100
9.72,1,0,0.0,0.01,-0.263,0.146,0.9769,0.0208,0.0,2,0,0,100
9.737,1,0,0.0,0.01,0.104,-0.138,0.9769,0.0208,0.0,-2,0,0,100
9.753,1,0,0.0,0.01,0.024,-0.131,0.9769,0.0205,0.0,-2,0,0,100
9.769,1,0,0.0,0.01,-0.058,0.123,0.9769,0.0208,0.0,2,0,0,100
9.785,1,0,0.0,0.0,0.214,0.157,0.9769,0.0203,0.0,2,0,0,100
9.817,1,0,0.0,0.0,0.188,0.119,0.9769,0.0188,0.0,2,0,0,100
9.848,1,0,0.0,0.0,-0.029,-0.166,0.9769,0.0205,0.0,-2,0,0,100
9.879,1,0,0.0,0.0,-0.038,-0.119,0.9769,0.0207,0.0,-2,0,0,100
9.895,1,0,0.0,0.0,-0.008,0.128,0.9769,0.0203,0.0,2,0,0,100
9.927,1,0,0.0,0.0,-0.092,-0.152,0.9769,0.0204,0.0,-2,0,0,100
9.957,1,0,0.0,0.0,-0.004,-0.121,0.9769,0.0204,0.0,-2,0,0,100
9.973,1,0,0.0,0.01,-0.013,0.144,0.9769,0.0201,0.0,2,0,0,100
9.99,1,0,0.0,0.01,0.016,0.148,0.9769,0.0208,0.0,2,0,0,100
10.021,1,0,0.0,0.01,-0.131,0.131,0.9769,0.0204,0.0,2,0,0,100
10.053,1,0,0.0,0.0,0.014,-0.15,0.9769,0.0203,0.0,-2,0,0,100
10.069,1,0,0.0,0.01,0.001,0.142,0.9769,0.0206,0.0,2,0,0,100
10.1,1,0,0.0,0.0,0.042,0.133,0.9769,0.0205,0.0,2,0,0,100
10.117,1,0,0.0,0.0,0.073,0.181,0.9769,0.0192,0.0,2,0,0,100
10.133,1,0,0.0,0.0,-0.083,-0.182,0.9769,0.0201,0.0,-2,0,0,100
10.15,1,0,0.0,0.0,0.016,-0.147,0.9769,0.0193,0.0,-2,0,0,100
10.182,1,0,0.0,0.0,0.018,0.135,0.9769,0.0175,0.0,2,0,0,100
10.212,1,0,0.0,0.0,0.019,0.154,0.9769,0.0187,0.0,2,0,0,100
10.228,1,0,0.0,0.0,0.015,-0.145,0.9769,0.0181,0.0,-2,0,0,100
10.245,1,0,0.0,0.0,0.008,-0.15,0.9769,0.0188,0.0,-2,0,0,100
10.275,1,0,0.0,0.0,0.012,-0.127,0.9769,0.0204,0.0,-2,0,0,100
10.305,1,0,0.0,0.01,-0.009,-0.167,0.9769,0.0197,0.0,-2,0,0,100
10.337,1,0,0.0,0.0,-0.068,-0.136,0.9769,0.0204,0.0,-2,0,0,100
10.368,1,0,0.0,0.0,0.016,0.166,0.9769,0.0203,0.0,2,0,0,100
10.384,1,0,0.0,0.0,-0.024,-0.138,0.9769,0.0205,0.0,-2,0,0,100
10.415,1,0,0.0,0.0,-0.018,-0.158,0.9769,0.0207,0.0,-2,0,0,100
10.445,1,0,0.0,0.01,0.001,-0.13,0.9769,0.0178,0.0,-2,0,0,100
10.461,1,0,0.0,0.0,0.016,-0.096,0.9769,0.0165,0.0,-2,0,0,100
10.478,1,0,0.0,0.0,0.008,0.144,0.9769,0.0165,0.0,2,0,0,100
10.508,1,0,0.0,0.01,-0.002,0.138,0.9769,0.0174,0.0,2,0,0,100
10.539,1,0,0.0,0.0,-0.007,-0.157,0.9769,0.0159,0.0,-2,0,0,100
10.57,1,0,0.0,0.0,0.006,-0.155,0.9769,0.0161,0.0,-2,0,0,100
10.587,1,0,0.0,0.0,-0.028,-0.157,0.9769,0.0173,0.0,-2,0,0,100
10.603,1,0,0.0,0.01,0.0,0.159,0.9769,0.0181,0.0,2,0,0,100
10.62,1,0,0.0,0.01,0.104,0.157,0.9769,0.017,0.0,2,0,0,100
10.651,1,0,0.0,0.01,0.015,0.157,0.9769,0.0185,0.0,2,0,0,100
10.667,1,0,0.0,0.01,-0.107,-0.155,0.9769,0.019,0.0,-2,0,0,100
10.683,1,0,0.0,0.01,-0.063,-0.15,0.9769,0.0208,0.0,-2,0,0,100
10.715,1,0,0.0,0.01,0.061,-0.121,0.9769,0.0189,0.0,-2,0,0,100
10.745,1,0,0.0,0.0,-0.085,-0.121,0.9769,0.0189,0.0,-2,0,0,100
10.761,1,0,0.0,0.0,-0.03,-0.139,0.9769,0.0184,0.0,-2,0,0,100
10.792,1,0,0.0,0.0,-0.027,-0.137,0.9769,0.0187,0.0,-2,0,0,100
10.824,1,0,0.0,0.0,-0.059,0.142,0.9769,0.0186,0.0,2,0,0,100
10.84,1,0,0.0,0.0,0.029,-0.14,0.9769,0.0159,0.0,-2,0,0,100
10.871,1,0,0.0,0.0,0.059,-0.143,0.9769,0.0179,0.0,-2,0,0,100
10.902,1,0,0.0,0.0,-0.014,0.131,0.9769,0.0191,0.0,2,0,0,100
10.933,1,0,0.0,0.01,0.024,0.155,0.9769,0.0203,0.0,2,0,0,100
10.95,1,0,0.0,0.0,0.028,0.142,0.9769,0.0203,0.0,2,0,0,100
10.981,1,0,0.0,0.0,-0.028,0.163,0.9769,0.0204,0.0,2,0,0,100
11.011,1,0,0.0,0.0,-0.018,0.172,0.9769,0.0205,0.0,2,0,0,100
11.042,1,0,0.0,0.01,0.04,0.138,0.9769,0.0207,0.0,2,0,0,100
11.072,1,0,0.0,0.0,-0.07,0.15,0.9769,0.0202,0.0,2,0,0,100
11.088,1,0,0.0,0.0,0.006,0.13,0.9769,0.0205,0.0,2,0,0,100
11.105,1,0,0.0,0.0,0.014,-0.133,0.9769,0.0215,0.0,-2,0,0,100
11.135,1,0,0.0,0.0,0.032,0.147,0.9769,0.0202,0.0,2,0,0,100
11.167,1,0,0.0,0.0,-0.007,0.14,0.9769,0.0207,0.0,2,0,0,100
11.198,1,0,0.0,0.0,0.036,-0.148,0.9769,0.0206,0.0,-2,0,0,100
11.215,1,0,0.0,0.0,-0.024,0.135,0.9769,0.0206,0.0,2,0,0,100
11.247,1,0,0.0,0.0,-0.003,-0.147,0.9769,0.0195,0.0,-2,0,0,100
11.278,1,0,0.0,0.0,-0.041,-0.152,0.9769,0.0206,0.0,-2,0,0,100
11.309,1,0,0.0,0.0,0.055,-0.157,0.9769,0.0205,0.0,-2,0,0,100
11.325,1,0,0.0,0.0,0.021,-0.148,0.9769,0.0209,0.0,-2,0,0,100
11.356,1,0,0.0,0.0,0.025,-0.138,0.9769,0.0204,0.0,-2,0,0,100
11.387,1,0,0.0,0.0,0.065,-0.143,0.9769,0.0203,0.0,-2,0,0,100
11.417,1,0,0.0,0.0,0.151,-0.157,0.9769,0.0201,0.0,-2,0,0,100
11.449,1,0,0.0,0.01,-0.014,0.127,0.9769,0.0186,0.0,2,0,0,100
11.481,1,0,0.0,0.0,-0.151,-0.136,0.9769,0.0195,0.0,-2,0,0,100
11.512,1,0,0.0,0.0,0.013,-0.143,0.9769,0.0201,0.0,-2,0,0,100
11.544,1,0,0.0,0.01,-0.132,0.138,0.9769,0.0203,0.0,2,0,0,100
11.575,1,0,0.0,0.01,0.021,0.141,0.9769,0.0204,0.0,2,0,0,100
11.605,1,0,0.0,0.0,0.085,0.143,0.9769,0.0203,0.0,2,0,0,100
11.636,1,0,0.0,0.0,-0.016,0.141,0.9769,0.0201,0.0,2,0,0,100
11.667,1,0,0.0,0.0,-0.025,-0.14,0.9769,0.0206,0.0,-2,0,0,100
11.684,1,0,0.0,0.01,0.083,0.137,0.9769,0.0209,0.0,2,0,0,100
11.7,1,0,0.0,0.01,-0.04,0.127,0.9769,0.0204,0.0,2,0,0,100
11.731,1,0,0.0,0.01,-0.064,0.133,0.9769,0.0203,0.0,2,0,0,100
11.747,1,0,0.0,0.01,0.009,0.14,0.9769,0.0206,0.0,2,0,0,100
11.779,1,0,0.0,0.0,0.021,0.157,0.9769,0.0186,0.0,2,0,0,100
11.795,1,0,0.0,0.01,0.055,0.147,0.9769,0.0191,0.0,2,0,0,100
11.826,1,0,0.0,0.01,0.054,0.144,0.9769,0.0201,0.0,2,0,0,100
11.857,1,0,0.0,0.0,0.034,0.134,0.9769,0.0203,0.0,2,0,0,100
11.887,1,0,0.0,0.0,0.038,0.141,0.9769,0.0205,0.0,2,0,0,100
11.92,1,0,0.0,0.0,-0.021,-0.164,0.9769,0.0201,0.0,-2,0,0,100
11.95,1,0,0.0,0.0,0.021,-0.12,0.9769,0.0204,0.0,-2,0,0,100
11.981,1,0,0.0,0.0,0.055,-0.143,0.9769,0.0213,0.0,-2,0,0,100
12.011,1,0,0.0,0.0,-0.15,0.15,0.9769,0.0202,0.0,2,0,0,100
12.042,1,0,0.0,0.0,-0.139,0.148,0.9769,0.0202,0.0,2,0,0,100
12.072,1,0,0.0,0.01,-0.098,0.164,0.9769,0.0203,0.0,2,0,0,100
12.103,1,0,0.0,0.01,-0.021,0.138,0.9769,0.0206,0.0,2,0,0,100
12.134,1,0,0.0,0.0,0.249,-0.145,0.9769,0.0205,0.0,-2,0,0,100
12.164,1,0,0.0,0.0,0.184,-0.152,0.9769,0.0187,0.0,-2,0,0,100
12.197,1,0,0.0,0.0,0.13,-0.114,0.9769,0.0187,0.0,-2,0,0,100
12.227,1,0,0.0,0.0,0.009,-0.151,0.9769,0.017,0.0,-2,0,0,100
12.258,1,0,0.0,0.0,-0.038,0.146,0.9769,0.018,0.0,2,0,0,100
12.29,1,0,0.0,0.0,0.01,0.157,0.9769,0.018,0.0,2,0,0,100
12.321,1,0,0.0,0.0,-0.007,-0.127,0.9769,0.0164,0.0,-2,0,0,100
12.352,1,0,0.0,0.0,-0.039,-0.126,0.9769,0.0182,0.0,-2,0,0,100
12.383,1,0,0.0,0.01,0.011,-0.141,0.9769,0.0185,0.0,-2,0,0,100
12.415,1,0,0.0,0.0,0.017,0.114,0.9769,0.0196,0.0,2,0,0,100
12.431,1,0,0.0,0.01,-0.062,0.144,0.9769,0.0208,0.0,2,0,0,100
12.448,1,0,0.0,0.01,-0.028,-0.137,0.9769,0.0208,0.0,-2,0,0,100
12.478,1,0,0.0,0.0,-0.131,-0.108,0.9769,0.0208,0.0,-2,0,0,100
12.495,1,0,0.0,0.0,0.001,-0.161,0.9769,0.0191,0.0,-2,0,0,100
12.525,1,0,0.0,0.0,0.041,-0.159,0.9769,0.0206,0.0,-2,0,0,100
12.556,1,0,0.0,0.0,0.05,-0.146,0.9769,0.0194,0.0,-2,0,0,100
12.587,1,0,0.0,0.0,0.017,-0.151,0.9769,0.0184,0.0,-2,0,0,100
12.603,1,0,0.0,0.0,-0.073,-0.154,0.9769,0.019,0.0,-2,0,0,100
12.634,1,0,0.0,0.0,-0.006,-0.134,0.9769,0.0197,0.0,-2,0,0,100
12.665,1,0,0.0,0.0,0.029,-0.128,0.9769,0.0205,0.0,-2,0,0,100
12.696,1,0,0.0,0.0,0.048,0.142,0.9769,0.0207,0.0,2,0,0,100
12.728,1,0,0.0,0.01,-0.166,0.134,0.9769,0.0211,0.0,2,0,0,100
12.758,1,0,0.0,0.0,-0.2,0.141,0.9769,0.0208,0.0,2,0,0,100
12.789,1,0,0.0,0.01,-0.026,-0.141,0.9769,0.0206,0.0,-2,0,0,100
12.821,1,0,0.0,0.0,0.189,0.15,0.9769,0.0206,0.0,2,0,0,100
12.853,1,0,0.0,0.01,0.017,0.138,0.9769,0.021,0.0,2,0,0,100
12.884,1,0,0.0,0.01,0.095,0.123,0.9769,0.0211,0.0,2,0,0,100
12.915,1,0,0.0,0.0,0.019,-0.145,0.9769,0.021,0.0,-2,0,0,100
12.945,1,0,0.0,0.0,-0.133,-0.126,0.9769,0.0206,0.0,-2,0,0,100
12.961,1,0,0.0,0.0,0.213,0.154,0.9769,0.0208,0.0,2,0,0,100
12.978,1,0,0.0,0.01,-0.195,0.172,0.9769,0.0208,0.0,2,0,0,100
13.008,1,0,0.0,0.01,-0.011,0.147,0.9769,0.0209,0.0,2,0,0,100
13.04,1,0,0.0,0.0,-0.114,0.124,0.9769,0.0211,0.0,2,0,0,100
13.071,1,0,0.0,0.0,-0.084,-0.138,0.9769,0.0206,0.0,-2,0,0,100
13.102,1,0,0.0,0.0,0.009,-0.142,0.9769,0.0195,0.0,-2,0,0,100
13.132,1,0,0.0,0.0,0.027,-0.154,0.9769,0.0207,0.0,-2,0,0,100
13.148,1,0,0.0,0.0,0.028,-0.15,0.9769,0.0201,0.0,-2,0,0,100
13.18,1,0,0.0,0.0,-0.013,-0.14,0.9769,0.0207,0.0,-2,0,0,100
13.21,1,0,0.0,0.0,-0.034,-0.137,0.9769,0.0205,0.0,-2,0,0,100
13.241,1,0,0.0,0.0,0.013,-0.147,0.9769,0.0213,0.0,-2,0,0,100
13.272,1,0,0.0,0.01,0.007,0.151,0.9769,0.0202,0.0,2,0,0,100
13.288,1,0,0.0,0.01,-0.067,-0.146,0.9769,0.0209,0.0,-2,0,0,100
13.32,1,0,0.0,0.0,-0.034,0.139,0.9769,0.0197,0.0,2,0,0,100
13.351,1,0,0.0,0.0,-0.034,0.132,0.9769,0.0205,0.0,2,0,0,100
13.367,1,0,0.0,0.01,0.012,-0.155,0.9769,0.0203,0.0,-2,0,0,100
13.398,1,0,0.0,0.0,-0.034,0.145,0.9769,0.0202,0.0,2,0,0,100
13.428,1,0,0.0,0.0,0.025,0.146,0.9769,0.0185,0.0,2,0,0,100
13.46,1,0,0.0,0.01,0.031,0.167,0.9769,0.021,0.0,2,0,0,100
13.476,1,0,0.0,0.0,-0.008,0.14,0.9769,0.0204,0.0,2,0,0,100
13.507,1,0,0.0,0.0,0.023,0.156,0.9769,0.0206,0.0,2,0,0,100
13.538,1,0,0.0,0.0,-0.028,0.155,0.9769,0.0205,0.0,2,0,0,100
13.569,1,0,0.0,0.0,-0.01,-0.161,0.9769,0.0202,0.0,-2,0,0,100
13.6,1,0,0.0,0.0,0.019,-0.139,0.9769,0.0206,0.0,-2,0,0,100
13.617,1,0,0.0,0.0,-0.023,-0.158,0.9769,0.0211,0.0,-2,0,0,100
13.633,1,0,0.0,0.0,0.091,0.159,0.9769,0.0203,0.0,2,0,0,100
13.663,1,0,0.0,0.0,0.071,0.144,0.9769,0.0212,0.0,2,0,0,100
13.68,1,0,0.0,0.0,0.0,0.143,0.9769,0.0208,0.0,2,0,0,100
13.711,1,0,0.0,0.0,0.04,0.138,0.9769,0.0205,0.0,2,0,0,100
13.727,1,0,0.0,0.0,-0.001,0.147,0.9769,0.0203,0.0,2,0,0,100
13.759,1,0,0.0,0.01,-0.002,0.152,0.9769,0.0203,0.0,2,0,0,100
13.79,1,0,0.0,0.01,-0.028,0.16,0.9769,0.0205,0.0,2,0,0,100
13.821,1,0,0.0,0.0,-0.025,-0.138,0.9769,0.0194,0.0,-2,0,0,100
13.852,1,0,0.0,0.01,-0.019,-0.138,0.9769,0.0213,0.0,-2,0,0,100
13.868,1,0,0.0,0.01,-0.045,0.135,0.9769,0.0206,0.0,2,0,0,100
13.884,1,0,0.0,0.01,-0.006,0.14,0.9769,0.0204,0.0,2,0,0,100
13.917,1,0,0.0,0.01,0.011,-0.148,0.9769,0.0204,0.0,-2,0,0,100
13.947,1,0,0.0,0.01,0.004,-0.126,0.9769,0.0189,0.0,-2,0,0,100
13.963,1,0,0.0,0.01,0.017,0.145,0.9769,0.0194,0.0,2,0,0,100
13.993,1,0,0.0,0.01,-0.024,0.155,0.9769,0.0202,0.0,2,0,0,100
14.024,1,0,0.0,0.01,-0.018,-0.144,0.9769,0.0211,0.0,-2,0,0,100
14.04,1,0,0.0,0.01,-0.002,0.142,0.9769,0.0201,0.0,2,0,0,100
14.057,1,0,0.0,0.01,-0.095,-0.143,0.9769,0.0194,0.0,-2,0,0,100
14.073,1,0,0.0,0.01,-0.051,-0.176,0.9769,0.0205,0.0,-2,0,0,100
14.103,1,0,0.0,0.01,-0.07,-0.141,0.9769,0.0204,0.0,-2,0,0,100
14.134,1,0,0.0,0.0,-0.038,-0.137,0.9769,0.0207,0.0,-2,0,0,100
14.15,1,0,0.0,0.01,0.048,0.149,0.9769,0.0212,0.0,2,0,0,100
14.181,1,0,0.0,0.0,-0.008,-0.182,0.9769,0.0207,0.0,-2,0,0,100
14.197,1,0,0.0,0.01,-0.017,0.133,0.9769,0.0205,0.0,2,0,0,100
14.227,1,0,0.0,0.0,-0.037,0.146,0.9769,0.0208,0.0,2,0,0,100
14.243,1,0,0.0,0.0,0.051,-0.119,0.9769,0.0207,0.0,-2,0,0,100
14.259,1,0,0.0,0.01,0.013,-0.132,0.9769,0.0209,0.0,-2,0,0,100
14.291,1,0,0.0,0.0,-0.112,-0.144,0.9769,0.0204,0.0,-2,0,0,100
14.323,1,0,0.0,0.0,0.086,0.143,0.9769,0.0206,0.0,2,0,0,100
14.354,1,0,0.0,0.0,0.005,0.135,0.9769,0.0208,0.0,2,0,0,100
14.385,1,0,0.0,0.01,-0.064,-0.128,0.9769,0.0202,0.0,-2,0,0,100
14.402,1,0,0.0,0.0,0.007,0.142,0.9769,0.0202,0.0,2,0,0,100
14.418,1,0,0.0,0.0,-0.018,0.163,0.9769,0.0207,0.0,2,0,0,100
14.448,1,0,0.0,0.0,0.029,0.138,0.9769,0.0215,0.0,2,0,0,100
14.48,1,0,0.0,0.0,0.017,0.131,0.9769,0.0207,0.0,2,0,0,100
14.511,1,0,0.0,0.0,-0.036,-0.147,0.9769,0.0204,0.0,-2,0,0,100
14.543,1,0,0.0,0.0,0.016,0.153,0.9769,0.0204,0.0,2,0,0,100
14.56,1,0,0.0,0.0,0.064,-0.163,0.9769,0.0208,0.0,-2,0,0,100
14.59,1,0,0.0,0.0,-0.054,-0.136,0.9769,0.0205,0.0,-2,0,0,100
14.607,1,0,0.0,0.0,0.013,-0.137,0.9769,0.0208,0.0,-2,0,0,100
14.637,1,0,0.0,0.0,-0.035,-0.13,0.9769,0.0206,0.0,-2,0,0,100
14.654,1,0,0.0,0.0,0.029,0.144,0.9769,0.0206,0.0,2,0,0,100
14.67,1,0,0.0,0.0,0.038,0.148,0.9769,0.0207,0.0,2,0,0,100
14.7,1,0,0.0,0.01,0.005,0.148,0.9769,0.0206,0.0,2,0,0,100
14.731,1,0,0.0,0.0,0.007,0.135,0.9769,0.0199,0.0,2,0,0,100
14.762,1,0,0.0,0.0,-0.045,0.14,0.9769,0.0205,0.0,2,0,0,100
14.778,1,0,0.0,0.0,-0.01,0.158,0.9769,0.0185,0.0,2,0,0,100
14.795,1,0,0.0,0.01,0.076,-0.142,0.9769,0.0191,0.0,-2,0,0,100
14.825,1,0,0.0,0.0,0.037,-0.152,0.9769,0.0205,0.0,-2,0,0,100
14.855,1,0,0.0,0.0,-0.002,0.153,0.9769,0.0203,0.0,2,0,0,100
14.872,1,0,0.0,0.01,-0.062,-0.158,0.9769,0.0207,0.0,-2,0,0,100
14.902,1,0,0.0,0.0,-0.035,-0.165,0.9769,0.0192,0.0,-2,0,0,100
14.934,1,0,0.0,0.0,0.096,0.135,0.9769,0.0204,0.0,2,0,0,100
14.965,1,0,0.0,0.01,0.133,0.133,0.9769,0.0203,0.0,2,0,0,100
