Time,Speed_MS,RPM,Long_Accel_G,Drag_Force_N,Net_Force_N,Total_Tractive_Force_N,Est_Wheel_Torque_Nm
0.0,0.0,4006,0.0,0.0,0.0,0.0,0.0
0.034,0.0,4006,0.0,0.0,0.0,0.0,0.0
0.065,0.0,4005,0.0,0.0,0.0,0.0,0.0
0.097,0.0,4005,0.0,0.0,0.0,0.0,0.0
0.127,0.0,4004,0.0,0.0,0.0,0.0,0.0
0.159,0.0,4004,0.0,0.0,0.0,0.0,0.0
0.189,0.0,4004,0.0,0.0,0.0,0.0,0.0
0.222,0.0,4003,0.0,0.0,0.0,0.0,0.0
0.253,0.0,4003,0.0,0.0,0.0,0.0,0.0
0.284,0.0,4003,0.0,0.0,0.0,0.0,0.0
0.314,0.0,4003,0.0,0.0,0.0,0.0,0.0
0.344,0.0,4002,0.0,0.0,0.0,0.0,0.0
0.376,0.0,4002,0.0,0.0,0.0,0.0,0.0
0.408,0.0,4002,0.0,0.0,0.0,0.0,0.0
0.441,0.0,4002,0.0,0.0,0.0,0.0,0.0
0.472,0.0,4002,0.0,0.0,0.0,0.0,0.0
0.503,0.0,4002,0.0,0.0,0.0,0.0,0.0
0.534,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.565,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.597,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.628,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.659,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.691,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.72,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.752,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.783,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.813,0.0,4001,0.0,0.0,0.0,0.0,0.0
0.846,0.0,4000,0.0,0.0,0.0,0.0,0.0
0.877,0.0,4000,0.0,0.0,0.0,0.0,0.0
0.908,0.0,4000,0.0,0.0,0.0,0.0,0.0
0.938,0.0,4000,0.0,0.0,0.0,0.0,0.0
0.968,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.033,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.064,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.095,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.127,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.158,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.189,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.221,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.251,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.282,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.313,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.344,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.375,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.406,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.437,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.469,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.501,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.531,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.562,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.594,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.626,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.657,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.689,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.721,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.751,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.781,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.812,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.844,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.875,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.907,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.94,0.0,4000,0.0,0.0,0.0,0.0,0.0
1.972,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.005,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.036,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.067,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.098,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.129,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.16,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.191,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.222,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.253,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.284,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.315,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.346,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.377,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.409,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.44,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.471,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.502,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.533,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.564,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.596,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.628,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.66,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.691,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.723,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.754,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.786,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.817,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.848,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.88,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.911,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.942,0.0,4000,0.0,0.0,0.0,0.0,0.0
2.973,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.005,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.037,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.068,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.098,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.13,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.163,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.196,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.226,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.258,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.291,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.322,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.354,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.384,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.415,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.446,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.477,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.508,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.54,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.573,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.604,0.01,4000,0.0,0.0,0.0,0.0,0.0
3.635,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.666,0.01,4000,0.0,0.0,0.0,0.0,0.0
3.698,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.73,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.761,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.794,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.825,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.856,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.888,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.919,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.949,0.0,4000,0.0,0.0,0.0,0.0,0.0
3.98,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.012,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.043,0.01,4000,0.0,0.0,0.0,0.0,0.0
4.074,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.106,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.136,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.168,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.2,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.231,0.0,4000,0.0,0.0,0.0,0.0,0.0
4.262,0.0,4002,0.0,0.0,0.0,0.0,0.0
4.294,0.0,4012,0.0,0.0,0.0,0.0,0.0
4.324,0.0,4023,0.0,0.0,0.0,0.0,0.0
4.355,0.0,4032,0.0,0.0,0.0,0.0,0.0
4.386,0.0,4041,0.0,0.0,0.0,0.0,0.0
4.418,0.0,4050,0.0,0.0,0.0,0.0,0.0
4.449,0.0,4057,0.0,0.0,0.0,0.0,0.0
4.482,0.0,4066,0.0,0.0,0.0,0.0,0.0
4.513,0.0,4075,0.0,0.0,0.0,0.0,0.0
4.543,0.0,4084,0.0,0.0,0.0,0.0,0.0
4.575,0.0,4092,0.0,0.0,0.0,0.0,0.0
4.606,0.0,4099,0.0,0.0,0.0,0.0,0.0
4.637,0.0,4106,0.0,0.0,0.0,0.0,0.0
4.668,0.0,4112,0.0,0.0,0.0,0.0,0.0
4.7,0.0,4118,0.0,0.0,0.0,0.0,0.0
4.731,0.0,4122,0.0,0.0,0.0,0.0,0.0
4.762,0.0,4126,0.0,0.0,0.0,0.0,0.0
4.794,0.0,4130,0.0,0.0,0.0,0.0,0.0
4.825,0.0,4134,0.0,0.0,0.0,0.0,0.0
4.857,0.0,4137,0.0,0.0,0.0,0.0,0.0
4.887,0.0,4142,0.0,0.0,0.0,0.0,0.0
4.918,0.0,4152,0.0,0.0,0.0,0.0,0.0
4.951,0.0,4172,0.0,0.0,0.0,0.0,0.0
4.981,0.0,4200,0.0,0.0,0.0,0.0,0.0
5.012,0.0,4229,0.0,0.0,0.0,0.0,0.0
5.044,0.0,4255,0.0,0.0,0.0,0.0,0.0
5.074,0.0,4283,0.0,0.0,0.0,0.0,0.0
5.107,0.0,4307,0.0,0.0,0.0,0.0,0.0
5.137,0.0,4332,0.0,0.0,0.0,0.0,0.0
5.168,0.0,4361,0.0,0.0,0.0,0.0,0.0
5.199,0.0,4393,0.0,0.0,0.0,0.0,0.0
5.231,0.0,4451,0.0,0.0,0.0,0.0,0.0
5.261,0.0,4580,0.0,0.0,0.0,0.0,0.0
5.292,0.0,4818,0.0,0.0,0.0,0.0,0.0
5.322,0.0,5150,0.0,0.0,0.0,0.0,0.0
5.354,0.0,5598,0.0,0.0,0.0,0.0,0.0
5.385,0.0,6087,0.0,0.0,0.0,0.0,0.0
5.417,0.0,6776,0.0,0.0,0.0,0.0,0.0
5.448,0.0,7473,0.0,0.0,0.0,0.0,0.0
5.479,0.0,8196,0.0,0.0,0.0,0.0,0.0
5.51,0.0,8994,0.0,0.0,0.0,0.0,0.0
5.541,0.0,9753,0.0,0.0,0.0,0.0,0.0
5.574,0.0,10633,0.0,0.0,0.0,0.0,0.0
5.604,0.0,11427,0.0,0.0,0.0,0.0,0.0
5.635,0.0,12211,0.0,0.0,0.0,0.0,0.0
5.667,0.0,12641,0.0,0.0,0.0,0.0,0.0
5.697,0.0,12068,0.0,0.0,0.0,0.0,0.0
5.728,0.0,11533,0.0,0.0,0.0,0.0,0.0
5.759,0.0,10985,0.0,0.0,0.0,0.0,0.0
5.791,0.0,10522,0.0,0.0,0.0,0.0,0.0
5.822,0.18,5044,0.719,0.0,8462.6,8462.7,2792.7
5.855,0.42,5129,0.667,0.1,7857.6,7857.7,2593.0
5.886,0.65,5184,0.932,0.2,10972.5,10972.7,3621.0
5.918,0.91,5194,0.806,0.3,9492.4,9492.7,3132.6
5.951,1.16,5163,0.75,0.5,8824.7,8825.2,2912.3
5.983,1.38,5101,0.749,0.7,8817.3,8818.0,2910.0
6.014,1.61,4988,0.719,0.9,8462.5,8463.4,2792.9
6.045,1.81,4840,0.687,1.2,8084.7,8085.9,2668.3
6.077,2.04,4631,0.726,1.5,8552.2,8553.7,2822.7
6.108,2.24,4436,0.709,1.8,8350.6,8352.4,2756.3
6.14,2.47,4229,0.713,2.2,8394.2,8396.4,2770.8
6.171,2.68,4041,0.7,2.6,8238.4,8241.1,2719.6
6.203,2.92,3905,0.721,3.1,8483.4,8486.5,2800.6
6.234,3.13,3801,0.734,3.6,8644.1,8647.7,2853.8
6.266,3.37,3685,0.756,4.2,8902.2,8906.4,2939.1
6.297,3.59,3583,0.77,4.7,9069.2,9074.0,2994.4
6.328,3.84,3505,0.74,5.4,8706.2,8711.6,2874.8
6.361,4.1,3449,0.793,6.2,9334.6,9340.8,3082.5
6.391,4.34,3405,0.839,6.9,9872.4,9879.3,3260.2
6.422,4.58,3360,0.831,7.7,9786.0,9793.7,3231.9
6.455,4.83,3334,0.625,8.6,7360.9,7369.5,2431.9
6.486,4.95,3419,0.241,9.0,2839.6,2848.6,940.0
6.517,5.01,3569,0.234,9.2,2750.0,2759.2,910.5
6.548,5.11,3673,0.4,9.6,4707.6,4717.2,1556.7
6.58,5.25,3766,0.442,10.1,5203.7,5213.8,1720.5
6.612,5.38,3846,0.456,10.6,5369.8,5380.5,1775.6
6.644,5.52,3935,0.4,11.2,4707.9,4719.1,1557.3
6.674,5.65,4015,0.419,11.7,4931.9,4943.6,1631.4
6.707,5.78,4097,0.379,12.3,4465.0,4477.2,1477.5
6.737,5.89,4167,0.371,12.7,4364.9,4377.6,1444.6
6.768,5.99,4228,0.36,13.2,4240.6,4253.8,1403.7
6.8,6.09,4282,0.307,13.6,3613.4,3627.0,1196.9
6.831,6.17,4319,0.251,14.0,2949.5,2963.5,978.0
6.863,6.24,4339,0.158,14.3,1860.2,1874.5,618.6
6.894,6.28,4340,0.087,14.5,1025.4,1039.9,343.2
6.924,6.3,4323,0.011,14.6,129.7,144.2,47.6
6.955,6.29,4315,-0.056,14.5,-654.5,-640.0,-211.2
6.987,6.27,4309,-0.082,14.4,-959.9,-945.5,-312.0
7.02,6.22,4280,-0.242,14.2,-2850.4,-2836.2,-935.9
7.052,6.11,4214,-0.4,13.7,-4706.3,-4692.6,-1548.6
7.083,5.96,4116,-0.55,13.0,-6477.6,-6464.6,-2133.3
7.114,5.78,4002,-0.648,12.3,-7628.2,-7615.9,-2513.2
7.145,5.59,3938,-0.591,11.5,-6958.2,-6946.7,-2292.4
7.177,5.43,3838,-0.404,10.8,-4761.4,-4750.6,-1567.7
7.209,5.33,3734,-0.324,10.4,-3811.8,-3801.3,-1254.4
7.239,5.22,3630,-0.347,10.0,-4081.9,-4071.9,-1343.7
7.27,5.1,3551,-0.41,9.6,-4821.4,-4811.9,-1587.9
7.302,4.98,3475,-0.405,9.1,-4772.0,-4762.9,-1571.8
7.333,4.85,3385,-0.401,8.7,-4724.6,-4716.0,-1556.3
7.364,4.73,3301,-0.398,8.2,-4687.1,-4678.8,-1544.0
7.396,4.6,3215,-0.393,7.8,-4631.4,-4623.7,-1525.8
7.427,4.49,3141,-0.367,7.4,-4321.0,-4313.6,-1423.5
7.458,4.38,3070,-0.378,7.0,-4455.2,-4448.2,-1467.9
7.491,4.27,3004,-0.324,6.7,-3817.5,-3810.8,-1257.6
7.522,4.17,2952,-0.278,6.4,-3277.0,-3270.6,-1079.3
7.554,4.08,2912,-0.302,6.1,-3550.2,-3544.1,-1169.5
7.585,4.15,2885,-0.26,6.3,-3063.4,-3057.1,-1008.8
7.618,4.13,2893,0.309,6.3,3639.1,3645.4,1203.0
7.648,4.11,2905,0.146,6.2,1716.1,1722.3,568.3
7.68,4.13,2914,-0.017,6.3,-200.6,-194.3,-64.1
7.711,4.18,2940,0.089,6.4,1042.7,1049.1,346.2
7.742,4.24,2986,0.181,6.6,2127.1,2133.7,704.1
7.772,4.31,3045,0.257,6.8,3024.6,3031.4,1000.4
7.803,4.39,3110,0.281,7.1,3312.1,3319.1,1095.3
7.833,4.48,3179,0.323,7.4,3805.9,3813.3,1258.4
7.866,4.57,3246,0.302,7.7,3552.1,3559.8,1174.7
7.897,4.67,3325,0.32,8.0,3769.4,3777.4,1246.5
7.928,4.77,3399,0.311,8.4,3658.8,3667.2,1210.2
7.958,4.87,3472,0.354,8.7,4165.3,4174.1,1377.4
7.989,4.98,3547,0.339,9.1,3995.0,4004.1,1321.3
8.021,5.07,3607,0.299,9.5,3517.0,3526.5,1163.7
8.053,5.17,3664,0.283,9.8,3336.3,3346.1,1104.2
8.085,5.25,3705,0.253,10.1,2978.8,2988.9,986.3
8.117,5.33,3741,0.255,10.4,3001.8,3012.2,994.0
8.147,5.38,3785,0.162,10.6,1904.5,1915.1,632.0
8.178,5.44,3834,0.14,10.9,1642.3,1653.2,545.5
8.209,5.5,3862,0.166,11.1,1958.7,1969.8,650.0
8.24,5.55,3885,0.165,11.3,1942.7,1954.0,644.8
8.271,5.6,3914,0.128,11.5,1502.0,1513.5,499.5
8.302,5.64,3948,0.141,11.7,1659.3,1671.0,551.4
8.333,5.68,3980,0.126,11.9,1488.9,1500.8,495.3
8.364,5.73,3995,0.124,12.0,1462.6,1474.6,486.6
8.396,5.77,3999,0.067,12.2,794.6,806.8,266.2
8.427,5.79,4004,0.016,12.3,190.9,203.2,67.1
8.458,5.8,4005,-0.017,12.4,-204.2,-191.8,-63.3
8.488,5.81,4011,-0.021,12.4,-242.5,-230.1,-75.9
8.52,5.81,4018,-0.023,12.4,-270.6,-258.2,-85.2
8.551,5.82,4023,-0.011,12.4,-131.5,-119.1,-39.3
8.582,5.83,4026,-0.027,12.5,-314.1,-301.6,-99.5
8.613,5.83,4033,-0.025,12.5,-297.6,-285.1,-94.1
8.643,5.84,4045,-0.03,12.5,-353.9,-341.4,-112.7
8.674,5.85,4053,-0.006,12.6,-71.8,-59.2,-19.5
8.705,5.87,4060,0.008,12.7,97.9,110.5,36.5
8.737,5.88,4080,-0.01,12.7,-114.9,-102.2,-33.7
8.768,5.9,4118,0.013,12.8,150.1,162.8,53.7
8.798,5.93,4162,0.067,12.9,785.1,798.0,263.3
8.83,5.98,4199,0.116,13.1,1367.4,1380.5,455.6
8.861,6.02,4227,0.135,13.3,1591.8,1605.1,529.7
8.893,6.08,4254,0.111,13.6,1308.4,1321.9,436.2
8.924,6.12,4256,0.095,13.8,1118.7,1132.5,373.7
8.954,6.16,4234,0.021,13.9,243.0,256.9,84.8
8.985,6.16,4218,-0.095,13.9,-1120.8,-1106.9,-365.3
9.017,6.15,4208,-0.113,13.9,-1327.9,-1314.0,-433.6
9.048,6.13,4199,-0.108,13.8,-1275.3,-1261.5,-416.3
9.08,6.11,4190,-0.1,13.7,-1173.9,-1160.2,-382.9
9.111,6.09,4180,-0.094,13.7,-1111.6,-1097.9,-362.3
9.143,6.08,4172,-0.109,13.6,-1282.3,-1268.7,-418.7
9.174,6.07,4175,-0.077,13.5,-905.9,-892.4,-294.5
9.205,6.06,4193,-0.075,13.5,-882.3,-868.8,-286.7
9.237,6.07,4208,0.004,13.5,41.4,54.9,18.1
9.268,6.08,4210,-0.002,13.6,-27.4,-13.8,-4.6
9.3,6.1,4211,-0.035,13.7,-412.2,-398.5,-131.5
9.331,6.11,4217,-0.022,13.7,-255.0,-241.3,-79.6
9.363,6.12,4231,-0.037,13.8,-430.4,-416.6,-137.5
9.394,6.13,4263,0.027,13.8,321.0,334.9,110.5
9.425,6.15,4307,0.041,13.9,477.5,491.4,162.2
9.457,6.19,4366,0.092,14.1,1087.6,1101.7,363.6
9.487,6.23,4424,0.081,14.3,948.2,962.5,317.6
9.518,6.29,4482,0.147,14.5,1729.2,1743.7,575.4
9.55,6.35,4543,0.151,14.8,1772.6,1787.4,589.9
9.581,6.41,4591,0.165,15.1,1937.7,1952.8,644.4
9.612,6.48,4625,0.158,15.4,1861.3,1876.8,619.3
9.642,6.54,4649,0.188,15.7,2216.0,2231.8,736.5
9.674,6.61,4675,0.167,16.1,1966.5,1982.6,654.2
9.706,6.68,4692,0.13,16.4,1534.7,1551.1,511.9
9.736,6.73,4710,0.097,16.6,1145.7,1162.4,383.6
9.767,6.77,4736,0.073,16.8,859.1,875.9,289.0
9.798,6.8,4776,0.057,17.0,669.1,686.1,226.4
9.831,6.84,4820,0.026,17.2,307.3,324.5,107.1
9.862,6.88,4855,0.102,17.4,1202.0,1219.4,402.4
9.893,6.93,4853,0.123,17.7,1452.9,1470.5,485.3
9.924,6.98,4839,0.076,17.9,897.9,915.8,302.2
9.955,7.0,4838,-0.029,18.0,-345.4,-327.4,-108.0
9.988,7.01,4847,-0.031,18.0,-361.1,-343.1,-113.2
10.018,7.01,4857,-0.034,18.1,-400.9,-382.8,-126.3
10.05,7.02,4868,-0.05,18.1,-585.3,-567.2,-187.2
10.081,7.03,4888,-0.025,18.2,-293.4,-275.2,-90.8
10.114,7.05,4926,0.002,18.2,28.6,46.9,15.5
10.145,7.07,4969,0.046,18.4,541.3,559.7,184.7
10.175,7.1,5022,0.056,18.5,660.6,679.2,224.1
10.208,7.15,5091,0.054,18.8,634.5,653.3,215.6
10.239,7.19,5166,0.072,19.0,847.3,866.3,285.9
10.27,7.24,5259,0.088,19.3,1033.7,1053.0,347.5
10.3,7.28,5357,0.056,19.5,659.1,678.6,223.9
10.331,7.34,5454,0.164,19.8,1935.5,1955.3,645.3
10.363,7.43,5547,0.293,20.3,3450.9,3471.2,1145.5
10.394,7.53,5621,0.334,20.9,3935.0,3955.8,1305.4
10.425,7.65,5695,0.404,21.5,4753.8,4775.3,1575.9
10.457,7.8,5779,0.419,22.3,4934.9,4957.3,1635.9
10.488,7.95,5866,0.483,23.2,5686.8,5710.0,1884.3
10.521,8.11,5960,0.486,24.2,5721.1,5745.3,1895.9
10.552,8.26,6049,0.501,25.1,5894.1,5919.2,1953.3
10.584,8.42,6147,0.514,26.0,6047.9,6073.9,2004.4
10.616,8.59,6263,0.513,27.1,6033.2,6060.3,1999.9
10.647,8.77,6389,0.549,28.2,6458.6,6486.8,2140.6
10.678,8.93,6508,0.569,29.3,6700.5,6729.8,2220.8
10.71,9.1,6632,0.552,30.4,6500.5,6531.0,2155.2
10.742,9.3,6770,0.619,31.8,7287.0,7318.8,2415.2
10.773,9.48,6898,0.644,33.0,7584.5,7617.5,2513.8
10.805,9.69,7040,0.658,34.5,7745.4,7779.9,2567.4
10.837,9.9,7188,0.637,36.0,7499.2,7535.2,2486.6
10.868,10.09,7327,0.679,37.4,7995.4,8032.8,2650.8
10.899,10.28,7474,0.637,38.9,7500.5,7539.3,2488.0
10.929,10.49,7644,0.62,40.4,7303.8,7344.2,2423.6
10.96,10.67,7811,0.651,41.9,7664.1,7706.0,2543.0
10.992,10.87,7973,0.661,43.4,7781.7,7825.1,2582.3
11.023,11.09,8135,0.682,45.2,8025.9,8071.2,2663.5
11.054,11.29,8261,0.698,46.8,8212.2,8259.1,2725.5
11.084,11.53,8290,0.751,48.9,8840.0,8888.8,2933.3
11.117,11.63,8292,0.126,49.7,1479.3,1529.1,504.6
11.148,11.67,8045,0.048,50.1,564.2,614.3,202.7
11.179,11.52,7752,-0.83,48.8,-9770.6,-9721.8,-3208.2
11.21,11.25,7535,-0.92,46.5,-10832.9,-10786.4,-3559.5
11.241,10.99,7306,-0.89,44.4,-10482.5,-10438.1,-3444.6
11.271,10.72,7076,-0.896,42.2,-10551.6,-10509.4,-3468.1
11.303,10.41,6860,-1.037,39.8,-12210.7,-12170.9,-4016.4
11.334,10.09,6707,-1.131,37.4,-13310.3,-13272.9,-4380.0
11.366,9.73,6545,-1.089,34.8,-12820.8,-12785.9,-4219.4
11.397,9.44,6382,-0.926,32.7,-10897.3,-10864.6,-3585.3
11.43,9.15,6194,-0.876,30.8,-10316.5,-10285.8,-3394.3
11.461,8.87,6005,-0.886,28.9,-10429.5,-10400.6,-3432.2
11.491,8.61,5835,-0.853,27.2,-10042.1,-10014.9,-3304.9
11.522,8.36,5671,-0.833,25.7,-9804.7,-9779.0,-3227.1
11.553,8.09,5496,-0.854,24.1,-10058.1,-10034.0,-3311.2
11.584,7.84,5335,-0.877,22.6,-10325.7,-10303.1,-3400.0
11.615,7.59,5175,-0.816,21.2,-9609.8,-9588.6,-3164.3
11.647,7.34,5005,-0.771,19.8,-9080.2,-9060.4,-2989.9
11.678,7.12,4856,-0.755,18.6,-8885.5,-8866.8,-2926.1
11.709,6.87,4693,-0.796,17.3,-9372.6,-9355.2,-3087.2
11.741,6.64,4546,-0.786,16.2,-9256.4,-9240.2,-3049.3
11.773,6.4,4387,-0.702,15.0,-8263.4,-8248.4,-2722.0
11.804,6.2,4248,-0.673,14.1,-7920.3,-7906.2,-2609.0
11.835,5.98,4097,-0.665,13.1,-7825.5,-7812.4,-2578.1
11.867,5.77,3976,-0.702,12.2,-8264.9,-8252.7,-2723.4
11.898,5.57,3907,-0.618,11.4,-7272.3,-7260.9,-2396.1
11.928,5.4,3801,-0.444,10.7,-5221.6,-5210.9,-1719.6
11.959,5.29,3696,-0.395,10.3,-4651.6,-4641.3,-1531.6
11.991,5.17,3587,-0.398,9.8,-4682.0,-4672.2,-1541.8
12.023,5.04,3500,-0.429,9.3,-5052.3,-5042.9,-1664.2
12.054,4.9,3418,-0.468,8.8,-5504.2,-5495.3,-1813.5
12.085,4.74,3323,-0.462,8.3,-5438.9,-5430.7,-1792.1
12.116,4.61,3232,-0.438,7.8,-5152.8,-5145.0,-1697.8
12.146,4.49,3139,-0.393,7.4,-4626.7,-4619.3,-1524.4
12.177,4.37,3052,-0.387,7.0,-4557.0,-4550.0,-1501.5
12.208,4.24,2960,-0.405,6.6,-4768.3,-4761.7,-1571.4
12.239,4.12,2879,-0.442,6.2,-5204.8,-5198.6,-1715.5
12.27,4.0,2801,-0.417,5.9,-4906.9,-4901.0,-1617.3
12.302,3.86,2716,-0.432,5.5,-5089.8,-5084.4,-1677.8
12.334,3.73,2631,-0.375,5.1,-4409.8,-4404.6,-1453.5
12.365,3.63,2557,-0.317,4.8,-3728.7,-3723.9,-1228.9
12.396,3.53,2485,-0.324,4.6,-3819.2,-3814.7,-1258.8
12.427,3.43,2407,-0.311,4.3,-3661.9,-3657.6,-1207.0
12.457,3.34,2340,-0.33,4.1,-3881.7,-3877.6,-1279.6
12.488,3.24,2273,-0.317,3.9,-3728.4,-3724.6,-1229.1
12.519,3.15,2205,-0.198,3.6,-2333.2,-2329.5,-768.7
12.55,3.1,2138,-0.234,3.5,-2760.0,-2756.5,-909.6
12.58,3.01,2086,-0.353,3.3,-4150.4,-4147.1,-1368.5
12.611,2.89,2027,-0.467,3.1,-5494.6,-5491.5,-1812.2
12.643,2.75,1945,-0.425,2.8,-5006.6,-5003.8,-1651.3
12.675,2.65,1880,-0.216,2.6,-2545.3,-2542.7,-839.1
12.707,2.57,1833,-0.298,2.4,-3509.6,-3507.2,-1157.4
12.738,2.5,1795,-0.139,2.3,-1638.3,-1636.0,-539.9
12.77,2.47,1750,-0.097,2.2,-1147.2,-1144.9,-377.8
12.802,2.54,1743,0.085,2.4,1000.1,1002.5,330.8
12.833,2.51,1787,0.001,2.3,12.7,15.0,5.0
12.864,2.56,1818,-0.013,2.4,-158.3,-155.9,-51.4
12.894,2.61,1823,0.331,2.5,3896.4,3898.9,1286.6
12.924,2.68,1823,0.194,2.6,2289.0,2291.6,756.2
12.957,2.73,1860,-0.025,2.7,-292.8,-290.1,-95.7
12.987,2.75,1914,-0.021,2.8,-250.9,-248.1,-81.9
13.02,2.78,1954,0.077,2.8,902.0,904.9,298.6
13.052,2.82,1974,0.129,2.9,1515.2,1518.1,501.0
13.082,2.86,1980,0.101,3.0,1188.7,1191.7,393.3
13.113,2.92,1987,0.143,3.1,1680.8,1683.9,555.7
