Time,Lap_Number,Engine_RPM,Engine_Torque_Nm,Speed_MS,Lat_Accel_G,Long_Accel_G,Pitch_Rad,Roll_Rad,CG_Height_m,Load_FL_N,Load_FR_N,Load_RL_N,Load_RR_N
0.921,1,0,0.0,0.0,-0.026,-0.134,0.9761,0.0221,0.0,-2,0,0,100
0.937,1,0,0.0,0.0,-0.0,0.144,0.9761,0.022,0.0,2,0,0,100
0.968,1,0,0.0,0.0,-0.01,0.14,0.9761,0.0223,0.0,2,0,0,100
0.999,1,0,0.0,0.0,-0.103,0.131,0.9761,0.0222,0.0,2,0,0,100
1.015,1,0,0.0,0.01,0.083,0.137,0.9761,0.0222,0.0,2,0,0,100
1.046,1,0,0.0,0.0,-0.113,0.134,0.9761,0.0222,0.0,2,0,0,100
1.062,1,0,0.0,0.0,0.019,0.121,0.9761,0.0221,0.0,2,0,0,100
1.093,1,0,0.0,0.0,0.01,0.129,0.9761,0.0217,0.0,2,0,0,100
1.124,1,0,0.0,0.0,0.001,0.134,0.9761,0.0231,0.0,2,0,0,100
1.155,1,0,0.0,0.0,0.016,0.125,0.9761,0.0221,0.0,2,0,0,100
1.185,1,0,0.0,0.0,0.147,-0.142,0.9761,0.0223,0.0,-2,0,0,100
1.217,1,0,0.0,0.0,0.022,-0.128,0.9761,0.022,0.0,-2,0,0,100
1.233,1,0,0.0,0.0,-0.042,-0.141,0.9761,0.0228,0.0,-2,0,0,100
1.249,1,0,0.0,0.0,0.008,0.13,0.9761,0.0226,0.0,2,0,0,100
1.28,1,0,0.0,0.0,-0.005,0.131,0.9761,0.0232,0.0,2,0,0,100
1.311,1,0,0.0,0.0,0.018,-0.13,0.9761,0.0227,0.0,-2,0,0,100
1.327,1,0,0.0,0.0,0.025,0.138,0.9761,0.0231,0.0,2,0,0,100
1.358,1,0,0.0,0.0,0.04,0.147,0.9761,0.0228,0.0,2,0,0,100
1.375,1,0,0.0,0.01,-0.008,0.145,0.9761,0.0229,0.0,2,0,0,100
1.405,1,0,0.0,0.0,-0.058,0.133,0.9761,0.0229,0.0,2,0,0,100
1.422,1,0,0.0,0.0,-0.027,-0.146,0.9761,0.0229,0.0,-2,0,0,100
1.438,1,0,0.0,0.0,0.049,-0.142,0.9761,0.0221,0.0,-2,0,0,100
1.469,1,0,0.0,0.0,0.042,-0.142,0.9761,0.0227,0.0,-2,0,0,100
1.5,1,0,0.0,0.01,0.053,0.155,0.9761,0.0226,0.0,2,0,0,100
1.532,1,0,0.0,0.0,-0.027,0.142,0.9761,0.0204,0.0,2,0,0,100
1.563,1,0,0.0,0.01,-0.089,0.11,0.9761,0.0181,0.0,2,0,0,100
1.593,1,0,0.0,0.01,-0.056,-0.143,0.9761,0.0176,0.0,-2,0,0,100
1.625,1,0,0.0,0.01,0.125,-0.106,0.9761,0.0182,0.0,-2,0,0,100
1.655,1,0,0.0,0.0,-0.025,-0.121,0.9761,0.0176,0.0,-2,0,0,100
1.685,1,0,0.0,0.0,-0.039,-0.143,0.9761,0.018,0.0,-2,0,0,100
1.702,1,0,0.0,0.0,0.13,-0.163,0.9761,0.0188,0.0,-2,0,0,100
1.718,1,0,0.0,0.0,-0.012,0.127,0.9761,0.0171,0.0,2,0,0,100
1.734,1,0,0.0,0.0,0.034,0.132,0.9761,0.018,0.0,2,0,0,100
1.765,1,0,0.0,0.01,-0.051,0.159,0.9761,0.0137,0.0,2,0,0,100
1.796,1,0,0.0,0.01,0.02,0.145,0.9761,0.0146,0.0,2,0,0,100
1.813,1,0,0.0,0.01,0.004,0.115,0.9761,0.0124,0.0,2,0,0,100
1.843,1,0,0.0,0.0,0.015,0.147,0.9761,0.0072,0.0,2,0,0,100
1.873,1,0,0.0,0.0,-0.033,0.147,0.9761,0.0062,0.0,2,0,0,100
1.905,1,0,0.0,0.0,0.002,0.151,0.9761,0.0116,0.0,2,0,0,100
1.934,1,0,0.0,0.0,0.093,0.138,0.9761,0.0155,0.0,2,0,0,100
1.966,1,0,0.0,0.0,-0.031,-0.147,0.9761,0.0181,0.0,-2,0,0,100
1.998,1,0,0.0,0.0,0.009,0.132,0.9761,0.0196,0.0,2,0,0,100
2.028,1,0,0.0,0.0,-0.007,0.122,0.9761,0.0257,0.0,2,0,0,100
2.059,1,0,0.0,0.0,0.034,0.111,0.9761,0.0958,0.0,2,0,0,100
2.09,1,0,0.0,0.08,0.075,0.793,0.9761,0.2896,0.0,2,1,1,100
2.106,1,0,0.0,0.2,-0.007,0.928,0.9761,0.4297,0.0,2,0,0,100
2.137,1,0,0.0,0.44,0.053,0.907,0.9761,0.6545,0.0,1,3,3,100
2.168,1,0,0.0,0.76,-0.052,1.12,0.9761,0.8003,0.0,3,8,8,100
2.184,1,0,0.0,0.97,0.024,1.261,0.9761,0.8562,0.0,3,16,16,100
2.215,1,0,0.0,1.33,0.017,1.265,0.976,0.9169,0.0,4,32,32,100
2.232,1,0,0.0,1.51,0.009,1.223,0.976,0.9368,0.0,5,39,39,100
2.248,1,0,0.0,1.73,-0.005,1.276,0.976,0.9545,0.0,5,48,48,100
2.278,1,0,0.0,2.1,-0.009,1.282,0.976,0.9737,0.0,7,62,62,100
2.295,1,0,0.0,2.29,-0.012,1.268,0.976,0.98,0.0,7,70,70,100
2.326,1,0,0.0,2.7,0.005,1.283,0.976,0.9891,0.0,9,86,86,100
2.358,1,0,0.0,3.12,0.015,1.277,0.976,0.994,0.0,10,102,102,100
2.374,1,0,0.0,3.31,0.012,1.282,0.976,0.9954,0.0,11,109,109,100
2.406,1,0,0.0,3.72,-0.005,1.261,0.976,0.9975,0.0,12,125,125,100
2.438,1,0,0.0,4.08,-0.013,1.222,0.976,0.9986,0.0,13,131,131,100
2.47,1,0,0.0,4.47,-0.008,1.192,0.976,1.0,0.0,14,133,133,100
2.486,1,0,0.0,4.65,-0.0,1.172,0.976,1.0,0.0,15,133,133,100
2.517,1,0,0.0,5.02,0.012,1.139,0.976,1.0,0.0,16,133,133,100
2.548,1,0,0.0,5.35,0.013,1.112,0.976,1.0,0.0,17,134,134,100
2.579,1,0,0.0,5.71,-0.003,1.087,0.976,1.0,0.0,18,134,134,100
2.61,1,0,0.0,6.02,-0.023,1.067,0.976,1.0,0.0,19,134,134,100
2.641,1,0,0.0,6.33,-0.004,1.052,0.976,1.0,0.0,20,134,134,100
2.673,1,0,0.0,6.67,0.014,1.044,0.9759,1.0,0.0,21,135,135,100
2.703,1,0,0.0,6.98,0.018,1.042,0.9759,1.0,0.0,22,135,135,100
2.734,1,0,0.0,7.29,0.003,1.047,0.9759,1.0,0.0,23,123,123,100
2.765,1,0,0.0,7.6,-0.016,1.054,0.9759,1.0,0.0,24,119,119,100
2.795,1,0,0.0,7.94,-0.015,1.059,0.9759,1.0,0.0,25,115,115,100
2.812,1,0,0.0,8.1,0.007,1.072,0.9759,1.0,0.0,26,112,112,100
2.828,1,0,0.0,8.25,0.009,1.072,0.9759,1.0,0.0,26,110,110,100
2.844,1,0,0.0,8.45,0.017,1.084,0.9759,1.0,0.0,27,107,107,100
2.876,1,0,0.0,8.8,-0.002,1.091,0.9759,1.0,0.0,28,102,102,100
2.893,1,0,0.0,8.96,-0.014,1.097,0.9759,1.0,0.0,29,100,100,100
2.925,1,0,0.0,9.31,-0.022,1.104,0.9759,1.0,0.0,30,94,94,100
2.941,1,0,0.0,9.48,-0.023,1.117,0.9759,1.0,0.0,30,91,91,100
2.972,1,0,0.0,9.81,-0.011,1.125,0.9759,1.0,0.0,31,86,86,100
3.002,1,0,0.0,10.14,-0.006,1.137,0.9759,1.0,0.0,33,81,81,100
3.033,1,0,0.0,10.51,0.001,1.148,0.9759,1.0,0.0,34,76,76,100
3.05,1,0,0.0,10.68,-0.003,1.153,0.9759,1.0,0.0,34,73,73,100
3.066,1,0,0.0,10.88,0.004,1.163,0.9759,1.0,0.0,35,70,70,100
3.097,1,0,0.0,11.23,-0.005,1.181,0.9759,1.0,0.0,36,65,65,100
3.129,1,0,0.0,11.61,-0.022,1.204,0.9759,1.0,0.0,37,58,58,100
3.16,1,0,0.0,11.97,-0.033,1.226,0.9759,1.0,0.0,39,51,51,100
3.191,1,0,0.0,12.37,-0.051,1.285,0.9758,1.0,0.0,40,41,41,100
3.208,1,0,0.0,12.57,-0.064,1.295,0.9758,1.0,0.0,41,36,36,100
3.239,1,0,0.0,12.87,-0.051,1.249,0.9758,1.0,0.0,41,41,41,100
3.27,1,0,0.0,13.26,-0.054,1.197,0.9758,1.0,0.0,43,42,42,100
3.3,1,0,0.0,13.62,-0.057,1.26,0.9758,1.0,0.0,44,43,43,100
3.332,1,0,0.0,14.0,-0.05,1.317,0.9758,1.0,0.0,45,45,45,100
3.363,1,0,0.0,14.43,-0.042,1.353,0.9758,1.0,0.0,47,48,48,100
3.395,1,0,0.0,14.87,-0.055,1.291,0.9758,1.0,0.0,48,44,44,100
3.412,1,0,0.0,15.03,-0.048,1.22,0.9758,1.0,0.0,48,52,52,100
3.443,1,0,0.0,15.41,-0.024,1.29,0.9758,1.0,0.0,50,51,51,100
3.475,1,0,0.0,15.82,-0.035,1.326,0.9758,1.0,0.0,51,55,55,100
3.506,1,0,0.0,16.22,-0.054,1.169,0.9758,1.0,0.0,52,56,56,100
3.523,1,0,0.0,16.41,-0.029,1.286,0.9758,1.0,0.0,53,55,55,100
3.539,1,0,0.0,16.64,-0.048,1.214,0.9758,1.0,0.0,54,52,52,100
3.556,1,0,0.0,16.82,-0.047,1.31,0.9758,1.0,0.0,54,59,59,100
3.587,1,0,0.0,17.19,-0.074,1.051,0.9758,1.0,0.0,55,56,56,100
3.618,1,0,0.0,17.6,-0.072,1.305,0.9758,1.0,0.0,57,54,54,100
3.65,1,0,0.0,17.96,-0.071,1.276,0.9758,1.0,0.0,58,60,60,100
3.679,1,0,0.0,18.32,-0.104,1.263,0.9758,1.0,0.0,59,63,63,100
3.696,1,0,0.0,18.54,-0.098,1.297,0.9758,1.0,0.0,60,59,59,100
3.712,1,0,0.0,18.73,-0.13,1.083,0.9757,1.0,0.0,60,61,61,100
3.743,1,0,0.0,19.14,-0.123,1.303,0.9757,1.0,0.0,62,59,59,100
3.76,1,0,0.0,19.31,-0.142,1.194,0.9757,0.9977,0.0,62,65,65,100
3.792,1,0,0.0,19.72,-0.158,1.193,0.9757,0.933,0.0,64,63,63,100
3.808,1,0,0.0,19.91,-0.13,1.31,0.9757,0.8813,0.0,64,65,65,100
3.825,1,0,0.0,20.13,-0.155,1.136,0.9757,0.8095,0.0,65,63,63,100
3.855,1,0,0.0,20.44,-0.144,0.988,0.9757,0.669,0.0,66,63,63,100
3.871,1,0,0.0,20.57,-0.139,0.786,0.9757,0.5863,0.0,66,63,63,100
3.888,1,0,0.0,20.69,-0.124,0.585,0.9757,0.4729,0.0,66,63,63,100
3.919,1,0,0.0,20.81,-0.097,0.289,0.9757,0.2833,0.0,66,63,63,100
3.951,1,0,0.0,20.87,-0.077,0.141,0.9757,0.156,0.0,66,63,63,100
3.968,1,0,0.0,20.89,-0.08,0.102,0.9757,0.1213,0.0,66,63,63,100
3.999,1,0,0.0,20.91,-0.064,0.039,0.9757,0.0729,0.0,66,63,62,100
4.015,1,0,0.0,20.91,-0.06,0.02,0.9757,0.0574,0.0,66,62,62,100
4.032,1,0,0.0,20.92,-0.059,0.007,0.9757,0.0451,0.0,66,63,62,100
4.048,1,0,0.0,20.92,-0.056,-0.005,0.9757,0.0343,0.0,66,62,62,100
4.078,1,0,0.0,20.91,-0.046,-0.011,0.9757,0.0293,0.0,66,63,62,100
4.109,1,0,0.0,20.92,-0.046,0.077,0.9757,0.0642,0.0,67,63,63,100
4.126,1,0,0.0,20.94,-0.04,0.176,0.9757,0.11,0.0,67,63,63,100
4.158,1,0,0.0,21.05,-0.043,0.488,0.9757,0.2579,0.0,67,65,65,100
4.188,1,0,0.0,21.25,-0.042,0.87,0.9757,0.4574,0.0,68,67,67,100
4.22,1,0,0.0,21.56,-0.044,1.204,0.9757,0.6756,0.0,69,69,69,100
4.236,1,0,0.0,21.77,-0.051,1.192,0.9757,0.7665,0.0,70,71,71,100
4.267,1,0,0.0,22.14,-0.064,1.164,0.9757,0.865,0.0,72,72,72,100
4.283,1,0,0.0,22.37,-0.046,1.343,0.9757,0.9029,0.0,73,71,71,100
4.315,1,0,0.0,22.77,-0.052,1.403,0.9757,0.9438,0.0,74,73,73,100
4.331,1,0,0.0,22.97,-0.07,1.37,0.9757,0.9573,0.0,75,76,76,100
4.363,1,0,0.0,23.42,-0.072,1.431,0.9757,0.9766,0.0,77,78,78,100
4.379,1,0,0.0,23.68,-0.072,1.436,0.9757,0.9832,0.0,78,75,75,100
4.41,1,0,0.0,24.11,-0.086,1.436,0.9757,0.9903,0.0,80,76,76,100
4.441,1,0,0.0,24.53,-0.093,1.43,0.9757,0.9944,0.0,81,77,77,100
4.458,1,0,0.0,24.77,-0.088,1.482,0.9757,0.996,0.0,82,81,81,100
4.489,1,0,0.0,25.19,-0.093,1.469,0.9756,0.9977,0.0,83,82,82,100
4.505,1,0,0.0,25.44,-0.122,1.286,0.9756,0.9983,0.0,84,82,82,100
4.522,1,0,0.0,25.65,-0.106,1.463,0.9756,0.9987,0.0,84,82,82,100
4.553,1,0,0.0,26.06,-0.127,1.443,0.9756,1.0,0.0,85,84,84,100
4.569,1,0,0.0,26.29,-0.161,1.312,0.9756,1.0,0.0,85,86,86,100
4.585,1,0,0.0,26.5,-0.15,1.394,0.9756,1.0,0.0,86,84,84,100
4.602,1,0,0.0,26.73,-0.172,1.338,0.9756,1.0,0.0,86,89,89,100
4.632,1,0,0.0,27.12,-0.186,1.329,0.9756,1.0,0.0,88,90,90,100
4.663,1,0,0.0,27.51,-0.188,1.32,0.9756,1.0,0.0,89,90,90,100
4.695,1,0,0.0,27.93,-0.207,1.304,0.9756,1.0,0.0,90,87,87,100
4.725,1,0,0.0,28.3,-0.232,1.211,0.9756,1.0,0.0,92,91,91,100
4.742,1,0,0.0,28.49,-0.195,1.324,0.9756,1.0,0.0,92,90,90,100
4.758,1,0,0.0,28.71,-0.204,1.312,0.9756,1.0,0.0,93,93,93,100
4.789,1,0,0.0,29.1,-0.19,1.337,0.9756,1.0,0.0,94,92,92,100
4.806,1,0,0.0,29.32,-0.204,1.33,0.9756,1.0,0.0,95,97,97,100
4.837,1,0,0.0,29.72,-0.191,1.359,0.9756,1.0,0.0,97,97,97,100
4.869,1,0,0.0,30.15,-0.146,1.381,0.9756,1.0,0.0,98,98,98,100
4.885,1,0,0.0,30.35,-0.204,1.313,0.9756,1.0,0.0,99,99,99,100
4.901,1,0,0.0,30.59,-0.148,1.398,0.9756,1.0,0.0,100,98,98,100
4.918,1,0,0.0,30.79,-0.179,1.347,0.9756,1.0,0.0,100,101,101,100
4.949,1,0,0.0,31.19,-0.155,1.345,0.9755,1.0,0.0,102,102,102,100
4.98,1,0,0.0,31.63,-0.114,1.366,0.9755,1.0,0.0,103,104,104,100
4.996,1,0,0.0,31.84,-0.094,1.384,0.9755,1.0,0.0,104,100,100,100
5.013,1,0,0.0,32.07,-0.066,1.382,0.9755,1.0,0.0,104,106,106,100
5.029,1,0,0.0,32.27,-0.077,1.314,0.9755,1.0,0.0,105,102,102,100
5.06,1,0,0.0,32.69,-0.054,1.131,0.9755,1.0,0.0,105,104,104,100
5.092,1,0,0.0,33.05,-0.012,1.23,0.9755,1.0,0.0,106,108,108,100
5.123,1,0,0.0,33.4,0.018,1.085,0.9755,1.0,0.0,107,108,108,100
5.154,1,0,0.0,33.77,0.054,1.168,0.9755,1.0,0.0,108,111,111,100
5.186,1,0,0.0,34.12,0.08,1.239,0.9755,1.0,0.0,110,112,112,100
5.202,1,0,0.0,34.34,0.097,1.243,0.9755,1.0,0.0,111,110,110,100
5.233,1,0,0.0,34.7,0.119,1.172,0.9755,1.0,0.0,112,112,112,100
5.263,1,0,0.0,35.07,0.143,1.226,0.9755,1.0,0.0,113,114,114,100
5.28,1,0,0.0,35.3,0.158,1.22,0.9755,1.0,0.0,114,112,112,100
5.311,1,0,0.0,35.67,0.171,1.268,0.9755,1.0,0.0,116,114,114,100
5.328,1,0,0.0,35.89,0.172,1.306,0.9755,1.0,0.0,116,113,113,100
5.359,1,0,0.0,36.27,0.175,1.334,0.9755,1.0,0.0,118,116,116,100
5.389,1,0,0.0,36.65,0.187,1.347,0.9755,1.0,0.0,119,117,117,100
5.42,1,0,0.0,37.04,0.196,1.368,0.9755,1.0,0.0,121,118,118,100
5.436,1,0,0.0,37.27,0.215,1.338,0.9754,1.0,0.0,122,122,122,100
5.468,1,0,0.0,37.67,0.225,1.352,0.9754,1.0,0.0,123,123,123,100
5.499,1,0,0.0,38.1,0.22,1.372,0.9754,1.0,0.0,125,125,125,100
5.531,1,0,0.0,38.54,0.244,1.328,0.9754,1.0,0.0,126,124,124,100
5.563,1,0,0.0,38.94,0.234,1.371,0.9754,1.0,0.0,127,126,126,100
5.579,1,0,0.0,39.19,0.241,1.358,0.9754,1.0,0.0,128,124,124,100
5.596,1,0,0.0,39.38,0.241,1.363,0.9754,1.0,0.0,129,127,127,100
5.612,1,0,0.0,39.58,0.232,1.38,0.9754,1.0,0.0,129,128,128,100
5.628,1,0,0.0,39.83,0.238,1.381,0.9754,1.0,0.0,130,128,128,100
5.645,1,0,0.0,40.03,0.246,1.347,0.9754,1.0,0.0,130,128,128,100
5.675,1,0,0.0,40.4,0.255,1.237,0.9754,1.0,0.0,131,128,128,100
5.706,1,0,0.0,40.79,0.252,1.188,0.9754,1.0,0.0,132,129,129,100
5.737,1,0,0.0,41.14,0.247,1.146,0.9754,1.0,0.0,133,130,130,100
5.753,1,0,0.0,41.34,0.239,1.125,0.9754,1.0,0.0,133,130,130,100
5.783,1,0,0.0,41.66,0.23,1.094,0.9754,1.0,0.0,134,131,131,100
5.815,1,0,0.0,41.98,0.22,1.075,0.9754,1.0,0.0,135,132,132,100
5.845,1,0,0.0,42.3,0.21,1.068,0.9754,1.0,0.0,137,133,133,100
5.861,1,0,0.0,42.49,0.201,1.087,0.9754,1.0,0.0,138,133,133,100
5.878,1,0,0.0,42.65,0.191,1.092,0.9754,1.0,0.0,138,133,133,100
5.91,1,0,0.0,43.0,0.18,1.067,0.9753,1.0,0.0,139,134,134,100
5.926,1,0,0.0,43.15,0.172,1.053,0.9753,1.0,0.0,140,135,135,100
5.958,1,0,0.0,43.49,0.156,1.016,0.9753,1.0,0.0,141,135,135,100
5.99,1,0,0.0,43.78,0.139,0.987,0.9753,1.0,0.0,142,136,136,100
6.021,1,0,0.0,44.09,0.123,0.948,0.9753,0.9915,0.0,143,137,137,100
6.053,1,0,0.0,44.39,0.11,0.906,0.9753,0.9667,0.0,143,137,137,100
6.07,1,0,0.0,44.52,0.1,0.894,0.9753,0.9559,0.0,144,138,138,100
6.1,1,0,0.0,44.79,0.079,0.886,0.9753,0.9419,0.0,144,138,138,100
6.117,1,0,0.0,44.94,0.083,0.882,0.9753,0.9367,0.0,145,139,139,100
6.133,1,0,0.0,45.07,0.071,0.87,0.9753,0.9339,0.0,145,139,139,100
6.149,1,0,0.0,45.22,0.071,0.871,0.9753,0.9323,0.0,146,140,140,100
6.18,1,0,0.0,45.48,0.061,0.889,0.9753,0.9425,0.0,147,141,141,100
6.196,1,0,0.0,45.61,0.062,0.908,0.9753,0.9537,0.0,147,141,141,100
6.228,1,0,0.0,45.91,0.059,0.927,0.9753,0.9747,0.0,148,142,142,100
6.244,1,0,0.0,46.05,0.062,0.929,0.9753,0.9807,0.0,148,143,143,100
6.275,1,0,0.0,46.35,0.057,0.93,0.9753,0.9895,0.0,150,144,144,100
6.292,1,0,0.0,46.48,0.058,0.926,0.9753,0.992,0.0,150,144,144,100
6.308,1,0,0.0,46.62,0.057,0.934,0.9753,0.9939,0.0,150,145,145,100
6.338,1,0,0.0,46.9,0.048,0.931,0.9753,0.9965,0.0,151,146,146,100
6.369,1,0,0.0,47.2,0.039,0.935,0.9753,0.9981,0.0,152,146,146,100
6.4,1,0,0.0,47.47,0.021,0.936,0.9752,0.9989,0.0,153,147,147,100
6.416,1,0,0.0,47.61,0.018,0.936,0.9752,1.0,0.0,154,148,148,100
6.448,1,0,0.0,47.92,-0.006,0.935,0.9752,1.0,0.0,155,149,149,100
6.478,1,0,0.0,48.19,-0.037,0.933,0.9752,1.0,0.0,155,149,149,100
6.495,1,0,0.0,48.35,-0.048,0.926,0.9752,1.0,0.0,156,150,150,100
6.525,1,0,0.0,48.62,-0.079,0.92,0.9752,1.0,0.0,157,151,151,100
6.556,1,0,0.0,48.9,-0.117,0.917,0.9752,1.0,0.0,157,152,152,100
6.573,1,0,0.0,49.06,-0.142,0.918,0.9752,1.0,0.0,158,152,152,100
6.604,1,0,0.0,49.33,-0.18,0.916,0.9752,1.0,0.0,159,153,153,100
6.636,1,0,0.0,49.63,-0.227,0.911,0.9752,1.0,0.0,160,154,154,100
6.668,1,0,0.0,49.89,-0.276,0.907,0.9752,1.0,0.0,160,155,155,100
6.698,1,0,0.0,50.16,-0.316,0.897,0.9752,1.0,0.0,161,156,156,100
6.728,1,0,0.0,50.42,-0.364,0.885,0.9752,1.0,0.0,162,156,156,100
6.759,1,0,0.0,50.7,-0.399,0.875,0.9752,1.0,0.0,163,157,157,100
6.791,1,0,0.0,50.96,-0.432,0.864,0.9752,1.0,0.0,163,158,158,100
6.807,1,0,0.0,51.11,-0.448,0.866,0.9752,1.0,0.0,164,159,159,100
6.839,1,0,0.0,51.36,-0.477,0.858,0.9752,1.0,0.0,164,159,159,100
6.871,1,0,0.0,51.64,-0.494,0.862,0.9752,1.0,0.0,165,160,160,100
6.903,1,0,0.0,51.92,-0.496,0.878,0.9752,1.0,0.0,167,161,161,100
6.919,1,0,0.0,52.05,-0.497,0.882,0.9751,1.0,0.0,167,162,162,100
6.95,1,0,0.0,52.31,-0.484,0.905,0.9751,1.0,0.0,168,162,162,100
6.981,1,0,0.0,52.6,-0.464,0.929,0.9751,1.0,0.0,170,163,163,100
7.013,1,0,0.0,52.88,-0.442,0.896,0.9751,1.0,0.0,170,164,164,100
7.043,1,0,0.0,53.07,-0.426,0.309,0.9751,1.0,0.0,162,162,162,100
7.074,1,0,0.0,53.09,-0.36,-0.049,0.9751,0.9945,0.0,155,161,161,100
7.105,1,0,0.0,53.05,-0.277,-0.222,0.9751,0.9629,0.0,151,161,161,100
7.121,1,0,0.0,52.99,-0.231,-0.334,0.9751,0.9324,0.0,150,160,160,100
7.138,1,0,0.0,52.94,-0.187,-0.416,0.9751,0.8984,0.0,155,159,159,100
7.168,1,0,0.0,52.78,-0.127,-0.678,0.9751,0.7952,0.0,156,158,158,100
7.199,1,0,0.0,52.53,-0.059,-0.993,0.9751,0.6225,0.0,147,155,155,100
7.23,1,0,0.0,52.15,-0.023,-1.281,0.9751,0.3814,0.0,148,152,152,100
7.246,1,0,0.0,51.95,-0.009,-1.369,0.9751,0.2957,0.0,154,151,151,100
7.278,1,0,0.0,51.49,-0.021,-1.484,0.9751,0.173,0.0,148,148,148,100
7.295,1,0,0.0,51.27,-0.018,-1.509,0.9751,0.1376,0.0,146,146,147,100
7.326,1,0,0.0,50.77,-0.032,-1.579,0.9751,0.0867,0.0,152,143,145,100
7.357,1,0,0.0,50.31,-0.049,-1.609,0.9751,0.0608,0.0,148,141,142,100
7.389,1,0,0.0,49.78,-0.058,-1.654,0.9751,0.0448,0.0,146,139,138,100
7.42,1,0,0.0,49.29,-0.063,-1.655,0.9751,0.0368,0.0,145,139,134,100
7.45,1,0,0.0,48.81,-0.066,-1.652,0.9751,0.032,0.0,143,139,129,100
7.466,1,0,0.0,48.52,-0.055,-1.635,0.9751,0.0301,0.0,142,138,131,100
7.482,1,0,0.0,48.28,-0.055,-1.628,0.9751,0.0289,0.0,141,137,129,100
7.514,1,0,0.0,47.75,-0.048,-1.626,0.9751,0.0273,0.0,139,136,129,100
7.545,1,0,0.0,47.28,-0.047,-1.606,0.9751,0.0255,0.0,136,135,125,100
7.561,1,0,0.0,47.04,-0.045,-1.592,0.9751,0.025,0.0,133,133,129,100
7.593,1,0,0.0,46.54,-0.048,-1.569,0.9751,0.0256,0.0,135,132,127,100
